Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,13737,17489,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),27368,27853,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,18718,19157,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,21474,22734,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,59114,84738,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,162800,169321,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,33460,50504,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),63542,64613,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,65104,65104,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),64698,64698,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,92631,96172,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),185699,210272,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,190248,194980,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),189721,189721,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,31064,35904,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),52990,57560,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,604507,604507,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,36317,37500,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),60855,60855,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,37139,39974,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),61178,70864,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,133072,137978,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),188009,188009,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,199738,207283,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,707893,707893,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,242940,247416,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,75912,113390,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),91304,127165,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,116072,133832,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),136351,136351,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,158746,212890,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),300290,424788,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,277679,285483,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),263583,263583,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,54180,59740,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),79643,83059,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,60410,62682,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),92035,92035,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,60086,64822,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),94772,94772,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,941036,941036,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,188995,198858,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,257294,274274,Round 1
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),324768,324768,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",All India,EWS,Gender-Neutral,1129,1129,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OPEN,Gender-Neutral,415,1638,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OPEN,Female-only (including Supernumerary),1315,1315,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,EWS,Gender-Neutral,28318,28318,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC-NCL,Gender-Neutral,3388,5646,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC-NCL,Female-only (including Supernumerary),5089,7477,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Home State,ST,Gender-Neutral,19282,19282,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OPEN,Gender-Neutral,97,967,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OPEN (PwD),Gender-Neutral,59041,59041,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Gender-Neutral,1396,1396,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Female-only (including Supernumerary),3110,3110,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OBC-NCL,Gender-Neutral,1991,2004,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,SC,Gender-Neutral,4828,4828,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture (5 Years, Bachelor of Architecture)",Other State,ST,Gender-Neutral,5311,5311,Round 1
Malaviya National Institute of Technology Jaipur,"Architecture and Planning for DASA-CIWG (5 Years, Bachelor of Architecture)",DASA-CIWG,OPEN,Gender-Neutral,11084,11084,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,6828,7102,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,9468,9468,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,10732,10982,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,6581,7777,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,7965,9792,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),19019,19019,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,11563,11563,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),97193,97193,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,104275,261513,Round 1
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,463786,907544,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,25587,28769,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN (PwD),Gender-Neutral,970398,970398,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,29630,35230,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,34178,35936,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),52116,55694,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,129461,129461,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,22704,28623,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),34781,37513,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,30464,31722,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),47813,47813,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,32626,37971,Round 1
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),63169,63169,Round 1
